L1,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.216,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.217,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.218,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.219,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.22,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.221,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.222,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.223,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.224,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.225,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.226,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.227,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.228,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.229,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.23,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.231,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.232,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.233,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.234,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.235,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.236,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.237,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.238,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.239,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.24,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.241,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.242,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.243,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.244,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.245,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.246,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.247,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.248,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.249,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.25,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.251,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.252,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.253,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.254,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.255,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.256,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.257,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.258,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.259,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.26,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.261,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.262,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.263,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.264,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.265,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.266,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.267,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.268,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.269,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.27,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.271,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.272,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.273,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.274,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.275,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.276,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.277,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.278,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.279,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.28,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.281,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.282,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.283,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.284,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.285,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.286,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.287,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.288,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.289,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.29,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.291,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.292,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.293,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.294,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.295,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.296,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.297,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.298,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.299,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.166,787,0.233,0.58,416,tanh,tanh,18,he_normal,0.3,binary_crossentropy,3,0.71,"(25, 191, 226, 562, 1)",sigmoid,SGD
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.001,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.002,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.003,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.004,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.005,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.006,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.007,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.008,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.009,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.01,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.011,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.012,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.013,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.014,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.015,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.016,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.017,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.018,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.019,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.02,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.021,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.022,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.023,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.024,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.025,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.026,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.027,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.028,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.029,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.03,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.031,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.032,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.033,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.034,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.035,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.036,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.037,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.038,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.039,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.04,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.041,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.042,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.043,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.044,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.045,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.046,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.047,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.048,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.049,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.05,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.051,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.052,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.053,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.054,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.055,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.056,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.057,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.058,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.059,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.06,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.061,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.062,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.063,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.064,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.065,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.066,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.067,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.068,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.069,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.07,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.071,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.072,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.073,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.074,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.075,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.076,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.077,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.078,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.079,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.08,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.081,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.082,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.083,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.084,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.085,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.086,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.087,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.088,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.089,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.09,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.091,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.092,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.093,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.094,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.095,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.096,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.097,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.098,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.099,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.1,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.101,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.102,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.103,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.104,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.105,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.106,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
0.05,531,0.18,0.56,368,softmax,relu,18,he_normal,0.107,binary_crossentropy,3,0.64,"(371, 1)",sigmoid,Adagrad
